   8.7000000000000011                 (0.76393823620134205,-0.57117676807589601)
   8.8000000000000007                 (0.86259683874157822,-0.64219738058383546)
   8.9000000000000004                 (0.98698144503206386,-0.70236716456390236)
   9.0000000000000000                  (1.1408605894235837,-0.74201523907568079)
   9.0999999999999996                  (1.3249221873567858,-0.74624677526819483)
   9.2000000000000011                  (1.5320154796590963,-0.69495635346715046)
   9.3000000000000007                  (1.7405846663404891,-0.56729461045678997)
   9.4000000000000004                  (1.9111924952172312,-0.35400632398855925)
   9.5000000000000000             (1.9963214201187494,-7.41626065175970683E-002)
   9.6000000000000014                   (1.9666745583988914,0.22107340339053527)
   9.7000000000000011                   (1.8328913452645623,0.47194701144467049)
   9.8000000000000007                   (1.6372443886965407,0.64229172616213237)
   9.9000000000000004                   (1.4255935078549082,0.72915317679557623)
   10.000000000000000                   (1.2284853019466655,0.74968993780416671)
   10.100000000000001                   (1.0593889172528250,0.72537274108713445)
   10.200000000000001                  (0.92074935599839147,0.67386381052899125)
   10.300000000000001                  (0.80988796741109870,0.60728908964547357)
   10.400000000000000                  (0.72253612825915492,0.53317981363332467)
   10.500000000000000                  (0.65447328418047079,0.45590235199412338)
   10.600000000000001                  (0.60212026293731513,0.37782403709538875)
   10.700000000000001                  (0.56266005249959228,0.30010505698662981)
   10.800000000000001                  (0.53398104009293501,0.22319533446817419)
   10.900000000000000                  (0.51457451707691071,0.14713498464636918)
   11.000000000000000             (0.50343879384403512,7.17337344458723325E-002)
   11.100000000000001            (0.50000777196345081,-3.32043414011436904E-003)
   11.200000000000001            (0.50410844902432805,-7.83910232354101816E-002)
   11.300000000000001                 (0.51594767417116105,-0.15383925883590013)
   11.400000000000000                 (0.53612796989013334,-0.22996959882304877)
   11.500000000000000                 (0.56569262747397175,-0.30695706913566823)
   11.600000000000001                 (0.60619958770604598,-0.38473386135838489)
   11.700000000000001                 (0.65981894065584223,-0.46280154428761872)
   11.800000000000001                 (0.72943423964802223,-0.53991667558873369)
   11.900000000000000                 (0.81869052083357308,-0.61357198171316851)
   12.000000000000000                 (0.93184683306388616,-0.67917351461064435)
   12.100000000000001                  (1.0731183879136634,-0.72884194431371996)
   12.200000000000001                  (1.2449073387578300,-0.74998080557892777)
   12.300000000000001                  (1.4440615766551417,-0.72445604049458612)
   12.400000000000000                  (1.6558047206696611,-0.63072829697021437)
   12.500000000000000                  (1.8479602823174488,-0.45270123245002930)
   12.600000000000001                  (1.9739498002519127,-0.19593645423840025)
   12.700000000000001                   (1.9932354555403076,0.10047594467635004)
   12.800000000000001                   (1.8988745945414787,0.37610708914489643)
   12.900000000000000                   (1.7229582435465083,0.58207043345941845)
   13.000000000000000                   (1.5131764698191308,0.70230648395042627)
   13.100000000000001                   (1.3075093910672528,0.74778981318694138)
   13.200000000000001                   (1.1259902783339690,0.73967497717382202)
   13.300000000000001                  (0.97482141113719434,0.69769236935371304)
   13.400000000000000                  (0.85288740391197559,0.63623879447386866)
   13.500000000000000                  (0.75629425716577081,0.56458225816568430)
   13.600000000000001                  (0.68068619578960454,0.48824226678609783)
   13.700000000000001                  (0.62218473045266653,0.41030096657993381)
   13.800000000000001                  (0.57765683696792325,0.33234574164666286)
   13.900000000000000                  (0.54470910942875850,0.25507619856418245)
   14.000000000000000                  (0.52159474926610128,0.17867555813668354)
   14.100000000000001                  (0.50711145003679681,0.10303300789187750)
   14.200000000000001             (0.50051878924897031,2.78770142455589363E-002)
   14.300000000000001            (0.50148354546515739,-4.71415665674260673E-002)
   14.400000000000000                 (0.51005432390652983,-0.12239111217864189)
   14.500000000000000                 (0.52666528411857061,-0.19820704632608963)
   14.600000000000001                 (0.55216902902258602,-0.27482905882711023)
   14.700000000000001                 (0.58789873380570556,-0.35230794468329796)
   14.800000000000001                 (0.63575705514874536,-0.43035384554238093)
   14.900000000000000                 (0.69831992661979836,-0.50808238279743989)
   15.000000000000000                 (0.77891765107020716,-0.58359209353407415)
   15.100000000000001                 (0.88159453599907456,-0.65328045726973927)
   15.200000000000001                  (1.0107175333917742,-0.71080333962989573)
   15.300000000000001                  (1.1697638688731482,-0.74569367867800973)
   15.400000000000000                  (1.3585053521231900,-0.74210696190885528)
   15.500000000000000                  (1.5678398666221609,-0.67931810465268216)
   15.600000000000001                  (1.7732287575252981,-0.53733231813083326)
   15.700000000000001                  (1.9326781518459335,-0.31055461305924442)
   15.800000000000001             (1.9996153410393924,-2.38782770165748594E-002)
   15.900000000000000                   (1.9505651901718783,0.26777231855290340)
   16.000000000000000                   (1.8029629203982516,0.50668169039546929)
   16.100000000000001                   (1.6017044270322942,0.66241923683881587)
   16.199999999999999                   (1.3908776019069016,0.73664756730999792)
   16.300000000000001                   (1.1979253147265247,0.74818787385869145)
   16.400000000000002                   (1.0339804468313885,0.71821512162889856)
   16.500000000000000                  (0.90027406658507647,0.66346784334403819)
   16.600000000000001                  (0.79367600321326892,0.59520294853652644)
   16.699999999999999                  (0.70984916398327835,0.52032249248294504)
   16.800000000000001                  (0.64465758742938117,0.44278573915329794)
   16.900000000000002                  (0.59464917509158677,0.36471099838488485)
   17.000000000000000                  (0.55713179985146999,0.28711076342525743)
   17.100000000000001                  (0.53010260582913538,0.21034912224312041)
   17.199999999999999                  (0.51214429683725904,0.13441733978839909)
   17.300000000000001             (0.50233265569925034,5.90984479677881119E-002)
   17.400000000000002            (0.50016985568218097,-1.59324580275797233E-002)
   17.500000000000000            (0.50554690235210475,-9.10420719232354486E-002)
   17.600000000000001                 (0.51873527882397241,-0.16658614708266539)
   17.699999999999999                 (0.54040766906890525,-0.24285324330827579)
   17.800000000000001                 (0.57168798399741882,-0.31998700958279458)
   17.900000000000002                 (0.61422980294836227,-0.39786303114900146)
   18.000000000000000                 (0.67031653731601004,-0.47588403092355014)
   18.100000000000001                 (0.74295931898019762,-0.55263730500292729)
   18.199999999999999                 (0.83592545512220706,-0.62533202800928678)
   18.300000000000001                 (0.95353356145598278,-0.68891586323613263)
   18.400000000000002                  (1.0998600117263166,-0.73481618935357174)
   18.500000000000000                  (1.2767009001648195,-0.74952195896941409)
   18.600000000000001                  (1.4794254157903628,-0.71404421951714570)
   18.699999999999999                  (1.6906359821004979,-0.60690532912822270)
   18.800000000000001                  (1.8751128847888108,-0.41439969751076461)
   18.900000000000002                  (1.9853813867459098,-0.14733251911579526)
   19.000000000000000                   (1.9848546172242145,0.14993788259734306)
   19.100000000000001                   (1.8737226478229931,0.41648933048246695)
   19.200000000000003                   (1.6888031802008052,0.60823189419160417)
   19.300000000000001                   (1.4775399026879927,0.71464737213651908)
   19.400000000000002                   (1.2749936134283848,0.74958086521344303)
   19.500000000000000                   (1.0984184009667211,0.73452016484823424)
   19.600000000000001                  (0.95236198786907789,0.68841048822635031)
   19.700000000000003                  (0.83499326435697507,0.62471369549431088)
   19.800000000000001                  (0.74222715097559888,0.55196454006145235)
   19.900000000000002                  (0.66974773298545953,0.47519017404583541)
   20.000000000000000                  (0.61379409383825601,0.39716576851918767)
   20.100000000000001                  (0.57136189681434313,0.31929464777430550)
   20.200000000000003                  (0.54017381438736489,0.24216860449186264)
   20.300000000000001                  (0.51858141481027886,0.16590890626600105)
   20.400000000000002             (0.50546512126921739,9.03701500573344807E-002)
   20.500000000000000             (0.50015600981538499,1.52628785887921822E-002)
   20.600000000000001            (0.50238604436485956,-5.97689877950988366E-002)
   20.700000000000003                 (0.51226761166448065,-0.13509200846142219)
   20.800000000000001                 (0.53030213422657579,-0.21103044911309365)
   20.900000000000002                 (0.55741789206675274,-0.28779993202618664)
   21.000000000000000                 (0.59503696440352960,-0.36540671638184896)
   21.100000000000001                 (0.64516789912346240,-0.44348234614359561)
   21.200000000000003                 (0.71050940088164394,-0.52100680224870888)
   21.300000000000001                 (0.79452037438651923,-0.59584908580316576)
   21.400000000000002                 (0.90134159346017451,-0.66402912134591097)
   21.500000000000000                  (1.0353074826179278,-0.71861248702792691)
   21.600000000000001                  (1.1995265147825331,-0.74829703501850098)
   21.700000000000003                  (1.3927072800405678,-0.73629457027871625)
   21.800000000000001                  (1.6035977976799802,-0.66140952265888064)
   21.900000000000002                  (1.8045909464162435,-0.50489775186264718)
   22.000000000000000                  (1.9514926520751528,-0.26533010966128190)
   22.100000000000001              (1.9995242528399184,2.65541970356315861E-002)
   22.200000000000003                   (1.9316018905054606,0.31290737537995233)
   22.300000000000001                   (1.7715251959180012,0.53898477349858398)
   22.400000000000002                   (1.5659378961555117,0.68020402002238967)
   22.500000000000000                   (1.3567061636476385,0.74236725449007190)
   22.600000000000001                   (1.1682077471489152,0.74552415231199620)
   22.700000000000003                   (1.0094361944038632,0.71037029102107507)
   22.800000000000001                  (0.88056749257274847,0.65269977481049568)
   22.900000000000002                  (0.77810712525878079,0.58293642503513132)
   23.000000000000000                  (0.69768738166777056,0.50739418744485787)
   23.100000000000001                  (0.63526937352826462,0.42965637814450808)
   23.200000000000003                  (0.58752965298982085,0.35161281544272249)
   23.300000000000001                  (0.55189873732932215,0.27414100469816394)
   23.400000000000002                  (0.52647950677730526,0.19752682852959266)
   23.500000000000000                  (0.50994343503512751,0.12171724832277138)
   23.600000000000001             (0.50144188757454800,4.64713733434742454E-002)
   23.700000000000003            (0.50054424970051259,-2.85467605668868196E-002)
   23.800000000000001                 (0.50720529914761614,-0.10370558650163865)
   23.900000000000002                 (0.52176173735458831,-0.17935383592100812)
   24.000000000000000                 (0.54495782463445308,-0.25576202652946334)
   24.100000000000001                 (0.57800032191615791,-0.33303902807610986)
   24.200000000000003                 (0.62264132845531606,-0.41099815332549661)
   24.300000000000001                 (0.68128048735785862,-0.48893377930959203)
   24.400000000000002                 (0.75705766460279589,-0.56524827705433756)
   24.500000000000000                 (0.85385740884463268,-0.63684247906676217)
   24.600000000000001                 (0.97603694051087475,-0.69816972283336232)
   24.700000000000003                  (1.1274783825687784,-0.73992191090118553)
   24.800000000000001                  (1.3092556167649356,-0.74765218583031245)
   24.900000000000002                  (1.5150731729423765,-0.70159109551971721)
   25.000000000000000                  (1.7247460370499466,-0.58061071730907043)
   25.100000000000001                  (1.9001444078725644,-0.37390339832118197)
   25.200000000000003             (1.9935860494600719,-9.78298011711265514E-002)
   25.300000000000001                   (1.9732526733661793,0.19848577433716105)
   25.400000000000002                   (1.8464622408062366,0.45466987492485444)
   25.500000000000000                   (1.6539382025643985,0.63192330583323297)
   25.600000000000001                   (1.4421936599105798,0.72495239860392757)
   25.700000000000003                   (1.2432412390162626,0.74996650925957464)
   25.800000000000001                   (1.0717231887444307,0.72850095800540848)
   25.900000000000002                  (0.93071816718372924,0.67864275636474580)
   26.000000000000000                  (0.81779488215624341,0.61294052754743500)
   26.100000000000001                  (0.72873218227680470,0.53923798890345165)
   26.200000000000003                  (0.65927472934183484,0.46210574425898981)
   26.300000000000001                  (0.60578409391223120,0.38403667064446917)
   26.400000000000002                  (0.56538344789773443,0.30626563504552839)
   26.500000000000000                  (0.53590863694171342,0.22928607210460789)
   26.600000000000001                  (0.51580672244676928,0.15316293416548463)
   26.700000000000003             (0.50403863562345275,7.77196178941022414E-002)
   26.800000000000001             (0.50000554419177756,2.65087989024937127E-003)
   26.900000000000002            (0.50350401872609551,-7.24047500959998369E-002)
   27.000000000000000                 (0.51471046958937250,-0.14781055933858683)
   27.100000000000001                 (0.53419465079443273,-0.22387782412470608)
   27.200000000000003                 (0.56296241804442848,-0.30079531608164906)
   27.300000000000001                 (0.60252740439718921,-0.37852018557967698)
   27.400000000000002                 (0.65500707375488265,-0.45659771027320911)
   27.500000000000000                 (0.72322512276486739,-0.53385946996351108)
   27.600000000000001                 (0.81076739387380858,-0.60792430200839409)
   27.700000000000003                 (0.92185846806409444,-0.67440328930078541)
   27.800000000000001                  (1.0607620883513247,-0.72573062235830366)
   27.900000000000002                  (1.2301302589404624,-0.74973337744203272)
   28.000000000000000                  (1.4274488336313376,-0.72870133277224980)
   28.100000000000001                  (1.6391192400762713,-0.64115408056481449)
   28.200000000000003                  (1.8344302432734374,-0.47003431940807433)
   28.300000000000001                  (1.9674427322406782,-0.21855410366687020)
   28.400000000000002              (1.9960483666926376,7.68217855573740394E-002)
   28.500000000000000                   (1.9099775850067362,0.35625835298668601)
   28.600000000000001                   (1.7388176829313156,0.56881364939483492)
   28.700000000000003                   (1.5301131262560812,0.69572247934452336)
   28.800000000000001                   (1.3231570950301732,0.74641977539046389)
   28.900000000000002                   (1.1393501639461772,0.74178980079869539)
   29.000000000000000                  (0.98574503578663997,0.70190140963596193)
   29.100000000000001                  (0.86160911095073067,0.64159907242579350)
   29.200000000000003                  (0.76316045831194723,0.57051256367679581)
   29.300000000000001                  (0.68603288061373513,0.49440752562309953)
   29.400000000000002                  (0.62629445046919485,0.41652057900997036)
   29.500000000000000                  (0.58075098130656222,0.33853207712701217)
   29.600000000000001                  (0.54695313047848582,0.26119622032052864)
   29.700000000000003                  (0.52310650566901207,0.18472768019766658)
   29.800000000000001                  (0.50796881990199094,0.10903329093694934)
   29.900000000000002             (0.50076526780449593,3.38508002282714437E-002)
   30.000000000000000            (0.50113152398734251,-4.11650897338365976E-002)
   30.100000000000001                 (0.50908603996341228,-0.11638311202397703)
   30.200000000000003                 (0.52503145937009554,-0.19214336085668246)
   30.300000000000001                 (0.54978517417754236,-0.26869600787033060)
   30.400000000000002                 (0.58463915393420851,-0.34611144352773804)
   30.500000000000000                 (0.63144696615301033,-0.42413452780205507)
   30.600000000000001                 (0.69272726777799443,-0.50194094662338717)
   30.700000000000003                 (0.77174917568589663,-0.57773116138719360)
   30.800000000000001                 (0.87250765096508864,-0.64807104843239305)
   30.900000000000002                 (0.99937336602264848,-0.70688195419067934)
   31.000000000000000                  (1.1559704715523034,-0.74407880412038852)
   31.100000000000001                  (1.3425220482035978,-0.74426690065707291)
   31.200000000000003                  (1.5508745629991760,-0.68699819785157668)
   31.300000000000001                  (1.7579150653717797,-0.55182668121777045)
   31.400000000000002                  (1.9228219367691848,-0.33136030109226017)
   31.500000000000000             (1.9984722634599603,-4.77243120952538583E-002)
   31.600000000000001                   (1.9585555992252890,0.24584073594909700)
   31.700000000000003                   (1.8173334333236060,0.49053309714956062)
   31.800000000000001                   (1.6185690602859801,0.65318329856091484)
   31.900000000000002                   (1.4072511847104083,0.73332477198679080)
   32.000000000000000                   (1.2122907269540519,0.74904771619830590)
   32.100000000000001                   (1.0459024989864827,0.72169223251694192)
   32.200000000000003                  (0.90987185962381079,0.66843777827691320)
   32.300000000000004                  (0.80127094854781289,0.60094845515040662)
   32.399999999999999                  (0.71579004400725299,0.52641904465471601)
   32.500000000000000                  (0.64925143930402163,0.44899757876920149)
   32.600000000000001                  (0.59814261350128062,0.37091761541377299)
   32.700000000000003                  (0.55971257203246616,0.29325993550741741)
   32.800000000000004                  (0.53190734948975049,0.21642828616710122)
   32.899999999999999                  (0.51326670889754844,0.14043647421992286)
   33.000000000000000             (0.50282999839123488,6.50798162480051012E-002)
   33.100000000000001            (0.50006720935467275,-9.96071864043790098E-003)
   33.200000000000003            (0.50483907922242865,-8.50504909771224032E-002)
   33.300000000000004                 (0.51738642281039837,-0.16054803172908960)
   33.399999999999999                 (0.53834853427929086,-0.23674968270229357)
   33.500000000000000                 (0.56881087962103904,-0.31381435131683555)
   33.600000000000001                 (0.61038139666343172,-0.39164509504686007)
   33.700000000000003                 (0.66528946641850772,-0.46969256445938451)
   33.800000000000004                 (0.73648562939215001,-0.54662606321821461)
   33.899999999999999                 (0.82767980624353021,-0.61979200116699351)
   34.000000000000000                 (0.94316472766673176,-0.68435943356364182)
   34.100000000000001                  (1.0870888774972975,-0.73208926807569441)
   34.200000000000003                  (1.2615490144313659,-0.74990669228262652)
   34.300000000000004                  (1.4626370607726817,-0.71921991588155187)
   34.399999999999999                  (1.6742184890175276,-0.61848900112638527)
   34.500000000000000                  (1.8625029289211792,-0.43281446500725146)
   34.600000000000001                  (1.9803598273020391,-0.17047444877283643)
   34.700000000000003                   (1.9892264731907103,0.12661417747943973)
   34.800000000000004                   (1.8859052639624097,0.39763360002439668)
   34.899999999999999                   (1.7050739372882717,0.59615218916540769)
   35.000000000000000                   (1.4943828885526613,0.70906176395927156)
   35.100000000000001                   (1.2902959907041747,0.74891218032308360)
   35.200000000000003                   (1.1113636726350631,0.73707155969679217)
   35.300000000000004                  (0.96289346044236679,0.69286745983753995)
   35.399999999999999                  (0.84337804713203512,0.63020219210558481)
   35.500000000000000                  (0.74881555108183173,0.55795246369296403)
   35.600000000000001                  (0.67486838037959562,0.48137395534548555)
   35.700000000000003                  (0.61771923586537314,0.40338398660798652)
   35.800000000000004                  (0.57430297799203478,0.32547102238182279)
   35.899999999999999                  (0.54228768922792236,0.24827668443750051)
   36.000000000000000                  (0.51997873254510352,0.17195084625571253)
   36.100000000000001             (0.50621764944485814,9.63640513400245285E-002)
   36.200000000000003             (0.50030184887744789,2.12350598977746260E-002)
   36.300000000000004            (0.50193251121316440,-5.37891170606972571E-002)
   36.399999999999999                 (0.51119180128093111,-0.12907607652187561)
   36.500000000000000                 (0.52854916793722928,-0.20495558424681831)
   36.600000000000001                 (0.55489682922158479,-0.28165498493748137)
   36.700000000000003                 (0.59161444288784037,-0.35920216236452862)
   36.800000000000004                 (0.64066003780097014,-0.43726678144334741)
   36.899999999999999                 (0.70467388360999716,-0.51489456890592178)
   37.000000000000000                 (0.78705410518564145,-0.59006567771399843)
   37.100000000000001                 (0.89189716539263630,-0.65898256160208435)
   37.200000000000003                  (1.0235572496189553,-0.71499535344654397)
   37.300000000000004                  (1.1853276746204460,-0.74720202346188669)
   37.399999999999999                  (1.3764395180718088,-0.73925959838976896)
   37.500000000000000                  (1.5866834332280628,-0.67017458479788639)
   37.600000000000001                  (1.7899130099366487,-0.52055888178158694)
   37.700000000000003                  (1.9429256113713504,-0.28694948608524645)
   37.800000000000004              (1.9999853938074130,2.67656958089243242E-003)
   37.899999999999999                   (1.9409203348536923,0.29174481901168658)
   38.000000000000000                   (1.7865799011421191,0.52399397396337344)
   38.100000000000001                   (1.5828877374173318,0.67206810815251827)
   38.200000000000003                   (1.3728114189614127,0.73987101848632453)
   38.300000000000004                   (1.1821716931484669,0.74692215299110309)
   38.400000000000006                   (1.0209503198829264,0.71416443855854939)
   38.500000000000000                  (0.88980389943951499,0.65784062751320282)
   38.600000000000001                  (0.78540028778953530,0.58876426008966254)
   38.700000000000003                  (0.70338196307621903,0.51352267283507869)
   38.800000000000004                  (0.63966271801131414,0.43587342565857656)
   38.900000000000006                  (0.59085807855903039,0.35781207303877277)
   39.000000000000000                  (0.55434080171141453,0.28027852936339603)
   39.100000000000001                  (0.52816408891674793,0.20359480665976631)
   39.200000000000003                  (0.51095771040426063,0.12772830729046233)
   39.300000000000004             (0.50183747403556800,5.24491412964362969E-002)
   39.400000000000006            (0.50034106617297958,-2.25736342161471024E-002)
   39.500000000000000            (0.50639308995929277,-9.77078032143975650E-002)
   39.600000000000001                 (0.52029928408207127,-0.17330561345821013)
   39.700000000000003                 (0.54276983113161181,-0.24964639664351254)
   39.800000000000004                 (0.57497197420574986,-0.32685592621349513)
   39.900000000000006                 (0.61861079598826285,-0.40477773182005705)
   40.000000000000000                 (0.67603053901227550,-0.48275872147120613)
   40.100000000000001                 (0.75030998878071231,-0.55929085104618437)
   40.200000000000003                 (0.84527888389343320,-0.63142414067890229)
   40.300000000000004                 (0.96527898299542081,-0.69385056650813903)
   40.400000000000006                  (1.1142917479122405,-0.73761552218712212)
   40.500000000000000                  (1.2937482263597111,-0.74871743572493710)
   40.600000000000001                  (1.4981648007528856,-0.70774560979770984)
   40.700000000000003                  (1.7086955934477737,-0.59336803889244549)
   40.800000000000004                  (1.8885671493596774,-0.39334095428650084)
   40.900000000000006                  (1.9901048149419707,-0.12136175970015589)
   41.000000000000000                   (1.9791351442723726,0.17563002638380767)
   41.100000000000001                   (1.8596131587764435,0.43687216618530250)
   41.200000000000003                   (1.6705184661305728,0.62100883053958011)
   41.300000000000004                   (1.4588841195178353,0.72031762265711841)
   41.400000000000006                   (1.2581768685347636,0.74995011138978684)
   41.500000000000000                   (1.0842535047244297,0.73145175857356748)
   41.600000000000001                  (0.94086578883743699,0.68332333260916911)
   41.700000000000003                  (0.82585305367063877,0.61854263308371582)
   41.800000000000004                  (0.73505227689764030,0.54527529935827923)
   41.900000000000006                  (0.66417712415730401,0.46830374066361885)
   42.000000000000000                  (0.60953066991438365,0.39025153205154317)
   42.100000000000001                  (0.56817591416407776,0.31243145709440051)
   42.200000000000003                  (0.53789549972036643,0.23538240491893447)
   42.300000000000004                  (0.51709163295568472,0.15919532718368751)
   42.400000000000006             (0.50468739833044940,8.37079986478633242E-002)
   42.500000000000000             (0.50005094436418807,8.62240069397382167E-003)
   42.600000000000001            (0.50294831383287175,-6.64205703422354882E-002)
   42.700000000000003                 (0.51352556243357683,-0.14178592994515998)
   42.800000000000004                 (0.53231994622042467,-0.21779133462940517)
   42.900000000000006                 (0.56030034174356025,-0.29463862381378131)
   43.000000000000000                 (0.59893669053963972,-0.37230878740057050)
   43.100000000000001                 (0.65029450119745924,-0.45038893916295075)
   43.200000000000003                 (0.71713801510989950,-0.52778257971455034)
   43.300000000000004                 (0.80299321083833908,-0.60222965861819922)
   43.400000000000006                 (0.91204670083005535,-0.66953884556518029)
   43.500000000000000                  (1.0486008120948382,-0.72244849322250837)
   43.600000000000001                  (1.2155352488612148,-0.74920223636056060)
   43.700000000000003                  (1.4109353850073776,-0.73252269935017877)
   43.800000000000004                  (1.6223379155247917,-0.65103892821839038)
   43.900000000000006                  (1.8205024018950327,-0.48683844153497885)
   44.000000000000000                  (1.9602533961389805,-0.24087931916760799)
   44.100000000000001              (1.9981088162550111,5.30603485099337205E-002)
   44.200000000000003                   (1.9205301212374972,0.33596528125678815)
   44.300000000000004                   (1.7544440051059667,0.55499712567532722)
   44.400000000000006                   (1.5470707039923348,0.68864878716923761)
   44.500000000000000                   (1.3389590148599251,0.74469914020966799)
   44.600000000000001                   (1.1529054337357438,0.74368343841571150)
   44.700000000000003                  (0.99685704281311149,0.70598334444175670)
   44.800000000000004                  (0.87049408288193597,0.64689270572883306)
   44.900000000000006                  (0.77016180314521343,0.57641222274977166)
   45.000000000000000                  (0.69148964528860035,0.50056225190960291)
   45.100000000000001                  (0.63049398339854090,0.42274005574085871)
   45.200000000000003                  (0.58391943544663938,0.34472291153283441)
